        NOTES,            N,           dT,           dt,          dtt,            t,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,            k,            x,            y,           vx,           vy,
         init,           50,     0.000000,     0.000000,     0.000000,     0.000000,            1,     0.029673,     0.074235,     0.707107,     0.707107,            2,     0.041083,     0.020644,     0.707107,     0.707107,            3,     0.029193,     0.095877,     0.707107,     0.707107,            4,     0.071091,     0.089535,     0.707107,     0.707107,            5,     0.049034,     0.087557,     0.707107,     0.707107,            6,     0.041866,     0.083595,     0.707107,     0.707107,            7,     0.070985,     0.055633,     0.707107,     0.707107,            8,     0.089101,     0.083636,     0.707107,     0.707107,            9,     0.050107,     0.088187,     0.707107,     0.707107,           10,     0.019836,     0.079366,     0.707107,     0.707107,           11,     0.042056,     0.032733,     0.707107,     0.707107,           12,     0.060942,     0.060969,     0.707107,     0.707107,           13,     0.086903,     0.031517,     0.707107,     0.707107,           14,     0.027564,     0.073690,     0.707107,     0.707107,           15,     0.035903,     0.049113,     0.707107,     0.707107,           16,     0.053354,     0.011577,     0.707107,     0.707107,           17,     0.051210,     0.092882,     0.707107,     0.707107,           18,     0.066939,     0.006268,     0.707107,     0.707107,           19,     0.084940,     0.071537,     0.707107,     0.707107,           20,     0.097672,     0.055045,     0.707107,     0.707107,           21,     0.087495,     0.002754,     0.707107,     0.707107,           22,     0.088308,     0.095809,     0.707107,     0.707107,           23,     0.022514,     0.069779,     0.707107,     0.707107,           24,     0.094913,     0.057690,     0.707107,     0.707107,           25,     0.036289,     0.071227,     0.707107,     0.707107,           26,     0.052926,     0.051640,     0.707107,     0.707107,           27,     0.069124,     0.027503,     0.707107,     0.707107,           28,     0.031989,     0.055410,     0.707107,     0.707107,           29,     0.006800,     0.089706,     0.707107,     0.707107,           30,     0.022937,     0.089132,     0.707107,     0.707107,           31,     0.053281,     0.062588,     0.707107,     0.707107,           32,     0.007123,     0.020290,     0.707107,     0.707107,           33,     0.048440,     0.099198,     0.707107,     0.707107,           34,     0.076306,     0.073532,     0.707107,     0.707107,           35,     0.025096,     0.094698,     0.707107,     0.707107,           36,     0.016588,     0.090182,     0.707107,     0.707107,           37,     0.025472,     0.094324,     0.707107,     0.707107,           38,     0.070996,     0.027229,     0.707107,     0.707107,           39,     0.022481,     0.076825,     0.707107,     0.707107,           40,     0.092336,     0.075419,     0.707107,     0.707107,           41,     0.069651,     0.050897,     0.707107,     0.707107,           42,     0.020869,     0.011987,     0.707107,     0.707107,           43,     0.081329,     0.051155,     0.707107,     0.707107,           44,     0.068560,     0.039205,     0.707107,     0.707107,           45,     0.077466,     0.072260,     0.707107,     0.707107,           46,     0.044385,     0.041647,     0.707107,     0.707107,           47,     0.039973,     0.062013,     0.707107,     0.707107,           48,     0.027602,     0.066245,     0.707107,     0.707107,           49,     0.088608,     0.026572,     0.707107,     0.707107,           50,     0.035365,     0.043780,     0.707107,     0.707107,
          sim,           50,     3.000000,     0.100000,     0.001000,     0.100000,            1,     0.101250,     0.145096,     0.719392,     0.709199,            2,     0.112357,     0.092563,     0.715054,     0.724304,            3,     0.100786,     0.166648,     0.719616,     0.707931,            4,     0.141973,     0.160325,     0.709492,     0.708195,            5,     0.120159,     0.158354,     0.712933,     0.708293,            6,     0.113123,     0.154408,     0.714817,     0.708514,            7,     0.141868,     0.126664,     0.709502,     0.711589,            8,     0.159892,     0.154448,     0.708216,     0.708511,            9,     0.121215,     0.158982,     0.712691,     0.708261,           10,     0.091791,     0.150199,     0.724823,     0.708792,           11,     0.113309,     0.104216,     0.714761,     0.718051,           12,     0.131912,     0.131938,     0.710725,     0.710721,           13,     0.157702,     0.103036,     0.708327,     0.718566,           14,     0.099212,     0.144555,     0.720405,     0.709247,           15,     0.107300,     0.120237,     0.716806,     0.712915,           16,     0.124415,     0.083964,     0.712016,     0.731036,           17,     0.122301,     0.163661,     0.712452,     0.708047,           18,     0.137853,     0.079003,     0.709939,     0.736043,           19,     0.155747,     0.142416,     0.708435,     0.709448,           20,     0.168438,     0.126083,     0.707868,     0.711695,           21,     0.158292,     0.075755,     0.708296,     0.739874,           22,     0.159102,     0.166580,     0.708255,     0.707934,           23,     0.094353,     0.140671,     0.723156,     0.709625,           24,     0.165686,     0.128696,     0.707967,     0.711233,           25,     0.107676,     0.142108,     0.716664,     0.709478,           26,     0.123993,     0.122725,     0.712100,     0.712362,           27,     0.140021,     0.099153,     0.709695,     0.720435,           28,     0.103494,     0.126443,     0.718364,     0.711629,           29,     0.079497,     0.160495,     0.735500,     0.708187,           30,     0.094759,     0.159923,     0.722907,     0.708215,           31,     0.124343,     0.133541,     0.712030,     0.710491,           32,     0.079797,     0.092225,     0.735176,     0.724529,           33,     0.119575,     0.169961,     0.713071,     0.707818,           34,     0.147155,     0.144398,     0.709024,     0.709261,           35,     0.096833,     0.165472,     0.721689,     0.707975,           36,     0.088699,     0.160970,     0.727061,     0.708165,           37,     0.097195,     0.165099,     0.721486,     0.707990,           38,     0.141879,     0.098888,     0.709501,     0.720573,           39,     0.094322,     0.147671,     0.723176,     0.708983,           40,     0.163117,     0.146273,     0.708070,     0.709097,           41,     0.140544,     0.121993,     0.709639,     0.712519,           42,     0.092778,     0.084350,     0.724162,     0.730685,           43,     0.152152,     0.122247,     0.708657,     0.712464,           44,     0.139461,     0.110521,     0.709756,     0.715652,           45,     0.148309,     0.143134,     0.708933,     0.709379,           46,     0.115592,     0.112909,     0.714098,     0.714883,           47,     0.111271,     0.132972,     0.715403,     0.710571,           48,     0.099248,     0.137165,     0.720386,     0.710021,           49,     0.159401,     0.098255,     0.708240,     0.720908,           50,     0.106776,     0.114999,     0.717008,     0.714265,
          ...,           50,     3.000000,     0.100000,     0.001000,     0.200000,            1,     0.173236,     0.216022,     0.720031,     0.709279,            2,     0.183891,     0.165062,     0.715442,     0.725237,            3,     0.172795,     0.237443,     0.720268,     0.707957,            4,     0.212930,     0.231147,     0.709586,     0.708232,            5,     0.191472,     0.229186,     0.713203,     0.708334,            6,     0.184633,     0.225263,     0.715191,     0.708564,            7,     0.212825,     0.197837,     0.709597,     0.711787,            8,     0.230717,     0.225303,     0.708254,     0.708561,            9,     0.192503,     0.229811,     0.712948,     0.708300,           10,     0.164344,     0.221082,     0.725788,     0.708854,           11,     0.184813,     0.176063,     0.715132,     0.718611,           12,     0.202996,     0.203022,     0.710880,     0.710875,           13,     0.228538,     0.174937,     0.708369,     0.719157,           14,     0.171304,     0.215486,     0.721104,     0.709330,           15,     0.179016,     0.191548,     0.717294,     0.713184,           16,     0.195633,     0.157166,     0.712237,     0.732381,           17,     0.193565,     0.234468,     0.712697,     0.708078,           18,     0.208856,     0.152728,     0.710054,     0.737695,           19,     0.226594,     0.213368,     0.708481,     0.709540,           20,     0.239227,     0.197268,     0.707892,     0.711900,           21,     0.229125,     0.149880,     0.708337,     0.741761,           22,     0.229931,     0.237375,     0.708294,     0.707960,           23,     0.166732,     0.211641,     0.724020,     0.709726,           24,     0.236485,     0.199832,     0.707995,     0.711414,           25,     0.179377,     0.213063,     0.717144,     0.709572,           26,     0.195219,     0.193979,     0.712326,     0.712602,           27,     0.210998,     0.171248,     0.709798,     0.721136,           28,     0.175373,     0.197621,     0.718942,     0.711830,           29,     0.153165,     0.231317,     0.737119,     0.708224,           30,     0.167112,     0.230748,     0.723756,     0.708252,           31,     0.195562,     0.204601,     0.712252,     0.710634,           32,     0.153432,     0.164747,     0.736775,     0.725477,           33,     0.190903,     0.240744,     0.713348,     0.707840,           34,     0.218063,     0.215330,     0.709097,     0.709344,           35,     0.169059,     0.236272,     0.722465,     0.708003,           36,     0.161485,     0.231789,     0.728162,     0.708201,           37,     0.169400,     0.235900,     0.722250,     0.708018,           38,     0.212836,     0.170998,     0.709596,     0.721282,           39,     0.166703,     0.218575,     0.724041,     0.709054,           40,     0.233926,     0.217189,     0.708102,     0.709173,           41,     0.211515,     0.193263,     0.709740,     0.712767,           42,     0.165262,     0.157515,     0.725087,     0.732008,           43,     0.223022,     0.193512,     0.708713,     0.712709,           44,     0.210445,     0.182117,     0.709862,     0.716074,           45,     0.219207,     0.214079,     0.709001,     0.709467,           46,     0.187026,     0.184425,     0.714432,     0.715261,           47,     0.182842,     0.204040,     0.715810,     0.710718,           48,     0.171338,     0.208176,     0.721084,     0.710140,           49,     0.230228,     0.170399,     0.708279,     0.721637,           50,     0.178513,     0.186451,     0.717507,     0.714608,
          ...,           50,     3.000000,     0.100000,     0.001000,     0.300000,            1,     0.245241,     0.286950,     0.720049,     0.709281,            2,     0.255436,     0.237588,     0.715452,     0.725265,            3,     0.244824,     0.308239,     0.720287,     0.707958,            4,     0.283888,     0.301970,     0.709588,     0.708233,            5,     0.262793,     0.300020,     0.713209,     0.708334,            6,     0.256153,     0.296119,     0.715201,     0.708565,            7,     0.283785,     0.269016,     0.709599,     0.711792,            8,     0.301542,     0.296160,     0.708254,     0.708562,            9,     0.263799,     0.300641,     0.712954,     0.708301,           10,     0.236925,     0.291968,     0.725817,     0.708855,           11,     0.256327,     0.247925,     0.715141,     0.718626,           12,     0.274084,     0.274110,     0.710883,     0.710879,           13,     0.299375,     0.246853,     0.708370,     0.719173,           14,     0.243415,     0.286419,     0.721124,     0.709331,           15,     0.250747,     0.262867,     0.717307,     0.713190,           16,     0.266857,     0.230407,     0.712242,     0.732423,           17,     0.264835,     0.305276,     0.712702,     0.708079,           18,     0.279861,     0.226501,     0.710057,     0.737748,           19,     0.297442,     0.284322,     0.708482,     0.709542,           20,     0.310016,     0.268458,     0.707892,     0.711904,           21,     0.299959,     0.224060,     0.708338,     0.741822,           22,     0.300760,     0.308171,     0.708295,     0.707960,           23,     0.239136,     0.282614,     0.724046,     0.709728,           24,     0.307285,     0.270974,     0.707995,     0.711418,           25,     0.251093,     0.284021,     0.717157,     0.709574,           26,     0.266452,     0.265240,     0.712331,     0.712607,           27,     0.281978,     0.243363,     0.709800,     0.721156,           28,     0.247269,     0.268805,     0.718958,     0.711834,           29,     0.226881,     0.302139,     0.737171,     0.708224,           30,     0.239489,     0.301573,     0.723781,     0.708253,           31,     0.266788,     0.275665,     0.712257,     0.710637,           32,     0.227113,     0.237297,     0.736825,     0.725505,           33,     0.262238,     0.311528,     0.713355,     0.707840,           34,     0.288973,     0.286265,     0.709098,     0.709346,           35,     0.241307,     0.307072,     0.722488,     0.708003,           36,     0.234304,     0.302609,     0.728196,     0.708201,           37,     0.241626,     0.306702,     0.722272,     0.708018,           38,     0.283796,     0.243128,     0.709598,     0.721302,           39,     0.239109,     0.289480,     0.724067,     0.709055,           40,     0.304737,     0.288106,     0.708102,     0.709174,           41,     0.282489,     0.264541,     0.709742,     0.712773,           42,     0.237773,     0.230719,     0.725114,     0.732049,           43,     0.293893,     0.264783,     0.708714,     0.712715,           44,     0.281431,     0.253725,     0.709864,     0.716085,           45,     0.290107,     0.285026,     0.709002,     0.709469,           46,     0.258470,     0.255952,     0.714440,     0.715270,           47,     0.254424,     0.275112,     0.715821,     0.710721,           48,     0.243448,     0.279190,     0.721104,     0.710143,           49,     0.301056,     0.242564,     0.708279,     0.721658,           50,     0.250265,     0.257912,     0.717521,     0.714617,
          ...,           50,     3.000000,     0.100000,     0.001000,     0.400000,            1,     0.317246,     0.357879,     0.720050,     0.709281,            2,     0.326981,     0.310114,     0.715452,     0.725266,            3,     0.316852,     0.379035,     0.720287,     0.707958,            4,     0.354847,     0.372794,     0.709588,     0.708233,            5,     0.334114,     0.370853,     0.713209,     0.708334,            6,     0.327673,     0.366976,     0.715201,     0.708565,            7,     0.354745,     0.340196,     0.709599,     0.711792,            8,     0.372368,     0.367016,     0.708254,     0.708562,            9,     0.335094,     0.371471,     0.712954,     0.708301,           10,     0.309507,     0.362853,     0.725817,     0.708855,           11,     0.327841,     0.319788,     0.715141,     0.718626,           12,     0.345172,     0.345198,     0.710883,     0.710879,           13,     0.370212,     0.318771,     0.708370,     0.719173,           14,     0.315528,     0.357352,     0.721124,     0.709331,           15,     0.322477,     0.334186,     0.717307,     0.713190,           16,     0.338081,     0.303649,     0.712242,     0.732423,           17,     0.336105,     0.376084,     0.712703,     0.708079,           18,     0.350867,     0.300276,     0.710057,     0.737748,           19,     0.368290,     0.355276,     0.708482,     0.709542,           20,     0.380805,     0.339649,     0.707892,     0.711904,           21,     0.370792,     0.298243,     0.708338,     0.741823,           22,     0.371590,     0.378967,     0.708295,     0.707960,           23,     0.311541,     0.353586,     0.724046,     0.709728,           24,     0.378084,     0.342116,     0.707995,     0.711418,           25,     0.322808,     0.354978,     0.717157,     0.709574,           26,     0.337686,     0.336500,     0.712331,     0.712607,           27,     0.352958,     0.315479,     0.709800,     0.721157,           28,     0.319164,     0.339988,     0.718958,     0.711834,           29,     0.300598,     0.372962,     0.737171,     0.708224,           30,     0.311868,     0.372398,     0.723781,     0.708253,           31,     0.338014,     0.346728,     0.712257,     0.710637,           32,     0.300796,     0.309848,     0.736826,     0.725505,           33,     0.333573,     0.382312,     0.713355,     0.707840,           34,     0.359883,     0.357199,     0.709098,     0.709346,           35,     0.313556,     0.377872,     0.722488,     0.708003,           36,     0.307124,     0.373429,     0.728196,     0.708201,           37,     0.313854,     0.377504,     0.722273,     0.708018,           38,     0.354756,     0.315258,     0.709598,     0.721303,           39,     0.311515,     0.360386,     0.724067,     0.709055,           40,     0.375547,     0.359024,     0.708102,     0.709174,           41,     0.353464,     0.335818,     0.709742,     0.712773,           42,     0.310284,     0.303924,     0.725115,     0.732050,           43,     0.364765,     0.336055,     0.708714,     0.712715,           44,     0.352417,     0.325334,     0.709864,     0.716085,           45,     0.361007,     0.355973,     0.709002,     0.709469,           46,     0.329914,     0.327479,     0.714440,     0.715271,           47,     0.326006,     0.346184,     0.715821,     0.710721,           48,     0.315559,     0.350204,     0.721104,     0.710143,           49,     0.371884,     0.314730,     0.708279,     0.721658,           50,     0.322017,     0.329374,     0.717521,     0.714617,
          ...,           50,     3.000000,     0.100000,     0.001000,     0.500000,            1,     0.389251,     0.428807,     0.720050,     0.709281,            2,     0.398527,     0.382641,     0.715452,     0.725266,            3,     0.388881,     0.449830,     0.720287,     0.707958,            4,     0.425806,     0.443617,     0.709588,     0.708233,            5,     0.405435,     0.441687,     0.713209,     0.708334,            6,     0.399193,     0.437832,     0.715201,     0.708565,            7,     0.425705,     0.411375,     0.709599,     0.711792,            8,     0.443193,     0.437872,     0.708254,     0.708562,            9,     0.406390,     0.442301,     0.712954,     0.708301,           10,     0.382089,     0.433739,     0.725817,     0.708855,           11,     0.399355,     0.391650,     0.715141,     0.718626,           12,     0.416261,     0.416286,     0.710883,     0.710879,           13,     0.441049,     0.390688,     0.708370,     0.719173,           14,     0.387640,     0.428285,     0.721124,     0.709331,           15,     0.394208,     0.405505,     0.717307,     0.713190,           16,     0.409305,     0.376892,     0.712242,     0.732423,           17,     0.407375,     0.446892,     0.712703,     0.708079,           18,     0.421873,     0.374051,     0.710057,     0.737748,           19,     0.439139,     0.426230,     0.708482,     0.709542,           20,     0.451595,     0.410839,     0.707892,     0.711904,           21,     0.441626,     0.372425,     0.708338,     0.741823,           22,     0.442419,     0.449763,     0.708295,     0.707960,           23,     0.383946,     0.424559,     0.724046,     0.709728,           24,     0.448884,     0.413258,     0.707995,     0.711418,           25,     0.394524,     0.425935,     0.717157,     0.709574,           26,     0.408919,     0.407761,     0.712331,     0.712607,           27,     0.423938,     0.387594,     0.709800,     0.721157,           28,     0.391060,     0.411171,     0.718958,     0.711834,           29,     0.374315,     0.443784,     0.737171,     0.708224,           30,     0.384246,     0.443223,     0.723781,     0.708253,           31,     0.409239,     0.417792,     0.712257,     0.710637,           32,     0.374478,     0.382398,     0.736826,     0.725505,           33,     0.404909,     0.453096,     0.713355,     0.707840,           34,     0.430792,     0.428134,     0.709098,     0.709346,           35,     0.385805,     0.448673,     0.722488,     0.708003,           36,     0.379944,     0.444249,     0.728196,     0.708201,           37,     0.386081,     0.448306,     0.722273,     0.708018,           38,     0.425716,     0.387388,     0.709598,     0.721303,           39,     0.383922,     0.431291,     0.724067,     0.709055,           40,     0.446357,     0.429941,     0.708102,     0.709174,           41,     0.424438,     0.407095,     0.709742,     0.712773,           42,     0.382796,     0.377129,     0.725115,     0.732050,           43,     0.435636,     0.407326,     0.708714,     0.712715,           44,     0.423404,     0.396942,     0.709864,     0.716085,           45,     0.431908,     0.426920,     0.709002,     0.709469,           46,     0.401358,     0.399006,     0.714440,     0.715271,           47,     0.397588,     0.417256,     0.715821,     0.710721,           48,     0.387669,     0.421219,     0.721104,     0.710143,           49,     0.442712,     0.386896,     0.708279,     0.721658,           50,     0.393769,     0.400835,     0.717521,     0.714617,
          ...,           50,     3.000000,     0.100000,     0.001000,     0.600000,            1,     0.461256,     0.499735,     0.720050,     0.709281,            2,     0.470072,     0.455167,     0.715452,     0.725266,            3,     0.460910,     0.520626,     0.720287,     0.707958,            4,     0.496765,     0.514440,     0.709588,     0.708233,            5,     0.476756,     0.512520,     0.713209,     0.708334,            6,     0.470713,     0.508689,     0.715201,     0.708565,            7,     0.496665,     0.482554,     0.709599,     0.711792,            8,     0.514019,     0.508728,     0.708254,     0.708562,            9,     0.477685,     0.513131,     0.712954,     0.708301,           10,     0.454670,     0.504624,     0.725817,     0.708855,           11,     0.470869,     0.463513,     0.715141,     0.718626,           12,     0.487349,     0.487373,     0.710883,     0.710879,           13,     0.511886,     0.462605,     0.708370,     0.719173,           14,     0.459753,     0.499218,     0.721124,     0.709331,           15,     0.465939,     0.476824,     0.717307,     0.713190,           16,     0.480529,     0.450134,     0.712242,     0.732423,           17,     0.478646,     0.517700,     0.712703,     0.708079,           18,     0.492878,     0.447826,     0.710057,     0.737748,           19,     0.509987,     0.497185,     0.708482,     0.709542,           20,     0.522384,     0.482030,     0.707892,     0.711904,           21,     0.512460,     0.446607,     0.708338,     0.741823,           22,     0.513249,     0.520560,     0.708295,     0.707960,           23,     0.456350,     0.495532,     0.724046,     0.709728,           24,     0.519683,     0.484399,     0.707995,     0.711418,           25,     0.466240,     0.496893,     0.717157,     0.709574,           26,     0.480152,     0.479022,     0.712331,     0.712607,           27,     0.494918,     0.459710,     0.709800,     0.721157,           28,     0.462956,     0.482355,     0.718958,     0.711834,           29,     0.448033,     0.514606,     0.737171,     0.708224,           30,     0.456624,     0.514049,     0.723781,     0.708253,           31,     0.480465,     0.488856,     0.712257,     0.710637,           32,     0.448161,     0.454949,     0.736826,     0.725505,           33,     0.476244,     0.523880,     0.713355,     0.707840,           34,     0.501702,     0.499069,     0.709098,     0.709346,           35,     0.458054,     0.519473,     0.722488,     0.708003,           36,     0.452763,     0.515069,     0.728196,     0.708201,           37,     0.458308,     0.519108,     0.722273,     0.708018,           38,     0.496675,     0.459518,     0.709598,     0.721303,           39,     0.456329,     0.502197,     0.724067,     0.709055,           40,     0.517167,     0.500858,     0.708102,     0.709174,           41,     0.495412,     0.478372,     0.709742,     0.712773,           42,     0.455307,     0.450334,     0.725115,     0.732050,           43,     0.506507,     0.478598,     0.708714,     0.712715,           44,     0.494390,     0.468551,     0.709864,     0.716085,           45,     0.502808,     0.497866,     0.709002,     0.709469,           46,     0.472802,     0.470533,     0.714440,     0.715271,           47,     0.469170,     0.488328,     0.715821,     0.710721,           48,     0.459779,     0.492233,     0.721104,     0.710143,           49,     0.513540,     0.459062,     0.708279,     0.721658,           50,     0.465521,     0.472297,     0.717521,     0.714617,
          ...,           50,     3.000000,     0.100000,     0.001000,     0.700000,            1,     0.533261,     0.570663,     0.720050,     0.709281,            2,     0.541617,     0.527694,     0.715452,     0.725266,            3,     0.532938,     0.591422,     0.720287,     0.707958,            4,     0.567723,     0.585264,     0.709588,     0.708233,            5,     0.548077,     0.583353,     0.713209,     0.708334,            6,     0.542233,     0.579545,     0.715201,     0.708565,            7,     0.567625,     0.553733,     0.709599,     0.711792,            8,     0.584844,     0.579584,     0.708254,     0.708562,            9,     0.548980,     0.583961,     0.712954,     0.708301,           10,     0.527252,     0.575510,     0.725817,     0.708855,           11,     0.542383,     0.535376,     0.715141,     0.718626,           12,     0.558437,     0.558461,     0.710883,     0.710879,           13,     0.582723,     0.534523,     0.708370,     0.719173,           14,     0.531865,     0.570151,     0.721124,     0.709331,           15,     0.537669,     0.548143,     0.717307,     0.713190,           16,     0.551754,     0.523376,     0.712242,     0.732423,           17,     0.549916,     0.588508,     0.712703,     0.708079,           18,     0.563884,     0.521600,     0.710057,     0.737748,           19,     0.580835,     0.568139,     0.708482,     0.709542,           20,     0.593173,     0.553220,     0.707892,     0.711904,           21,     0.583294,     0.520790,     0.708338,     0.741823,           22,     0.584078,     0.591356,     0.708295,     0.707960,           23,     0.528755,     0.566505,     0.724046,     0.709728,           24,     0.590483,     0.555541,     0.707995,     0.711418,           25,     0.537955,     0.567850,     0.717157,     0.709574,           26,     0.551385,     0.550283,     0.712331,     0.712607,           27,     0.565898,     0.531826,     0.709800,     0.721157,           28,     0.534852,     0.553538,     0.718958,     0.711834,           29,     0.521750,     0.585429,     0.737171,     0.708224,           30,     0.529002,     0.584874,     0.723781,     0.708253,           31,     0.551691,     0.559919,     0.712257,     0.710637,           32,     0.521844,     0.527499,     0.736826,     0.725505,           33,     0.547580,     0.594664,     0.713355,     0.707840,           34,     0.572612,     0.570003,     0.709098,     0.709346,           35,     0.530302,     0.590273,     0.722488,     0.708003,           36,     0.525583,     0.585889,     0.728196,     0.708201,           37,     0.530535,     0.589909,     0.722273,     0.708018,           38,     0.567635,     0.531649,     0.709598,     0.721303,           39,     0.528736,     0.573102,     0.724067,     0.709055,           40,     0.587977,     0.571776,     0.708102,     0.709174,           41,     0.566386,     0.549650,     0.709742,     0.712773,           42,     0.527819,     0.523539,     0.725115,     0.732050,           43,     0.577379,     0.549869,     0.708714,     0.712715,           44,     0.565377,     0.540159,     0.709864,     0.716085,           45,     0.573708,     0.568813,     0.709002,     0.709469,           46,     0.544246,     0.542060,     0.714440,     0.715271,           47,     0.540752,     0.559400,     0.715821,     0.710721,           48,     0.531890,     0.563247,     0.721104,     0.710143,           49,     0.584368,     0.531228,     0.708279,     0.721658,           50,     0.537273,     0.543759,     0.717521,     0.714617,
          ...,           50,     3.000000,     0.100000,     0.001000,     0.800000,            1,     0.605266,     0.641591,     0.720050,     0.709281,            2,     0.613162,     0.600221,     0.715452,     0.725266,            3,     0.604967,     0.662218,     0.720287,     0.707958,            4,     0.638682,     0.656087,     0.709588,     0.708233,            5,     0.619398,     0.654187,     0.713209,     0.708334,            6,     0.613753,     0.650402,     0.715201,     0.708565,            7,     0.638585,     0.624912,     0.709599,     0.711792,            8,     0.655669,     0.650441,     0.708254,     0.708562,            9,     0.620276,     0.654791,     0.712954,     0.708301,           10,     0.599834,     0.646395,     0.725817,     0.708855,           11,     0.613897,     0.607238,     0.715141,     0.718626,           12,     0.629525,     0.629549,     0.710883,     0.710879,           13,     0.653560,     0.606440,     0.708370,     0.719173,           14,     0.603978,     0.641084,     0.721124,     0.709331,           15,     0.609400,     0.619462,     0.717307,     0.713190,           16,     0.622978,     0.596619,     0.712242,     0.732423,           17,     0.621186,     0.659315,     0.712703,     0.708079,           18,     0.634889,     0.595375,     0.710057,     0.737748,           19,     0.651683,     0.639093,     0.708482,     0.709542,           20,     0.663962,     0.624410,     0.707892,     0.711904,           21,     0.654127,     0.594972,     0.708338,     0.741823,           22,     0.654907,     0.662152,     0.708295,     0.707960,           23,     0.601159,     0.637478,     0.724046,     0.709728,           24,     0.661282,     0.626683,     0.707995,     0.711418,           25,     0.609671,     0.638807,     0.717157,     0.709574,           26,     0.622618,     0.621543,     0.712331,     0.712607,           27,     0.636878,     0.603941,     0.709800,     0.721157,           28,     0.606748,     0.624722,     0.718958,     0.711834,           29,     0.595467,     0.656251,     0.737171,     0.708224,           30,     0.601380,     0.655699,     0.723781,     0.708253,           31,     0.622916,     0.630983,     0.712257,     0.710637,           32,     0.595526,     0.600050,     0.736826,     0.725505,           33,     0.618915,     0.665448,     0.713355,     0.707840,           34,     0.643522,     0.640938,     0.709098,     0.709346,           35,     0.602551,     0.661074,     0.722488,     0.708003,           36,     0.598402,     0.656710,     0.728196,     0.708201,           37,     0.602763,     0.660711,     0.722273,     0.708018,           38,     0.638595,     0.603779,     0.709598,     0.721303,           39,     0.601142,     0.644008,     0.724067,     0.709055,           40,     0.658788,     0.642693,     0.708102,     0.709174,           41,     0.637360,     0.620927,     0.709742,     0.712773,           42,     0.600330,     0.596744,     0.725115,     0.732050,           43,     0.648250,     0.621141,     0.708714,     0.712715,           44,     0.636363,     0.611768,     0.709864,     0.716085,           45,     0.644608,     0.639760,     0.709002,     0.709469,           46,     0.615690,     0.613587,     0.714440,     0.715271,           47,     0.612334,     0.630472,     0.715821,     0.710721,           48,     0.604000,     0.634261,     0.721104,     0.710143,           49,     0.655196,     0.603394,     0.708279,     0.721658,           50,     0.609025,     0.615220,     0.717521,     0.714617,
